,month,stats,race_or_age,state_or_region,value,year,value_flt,time
0,Jul,avg,≥6 months,Alabama,0.9,2015-2016,0.9,2015-07-15
5,Aug,avg,≥6 months,Alabama,2.8,2015-2016,2.8,2015-08-15
10,Sep,avg,≥6 months,Alabama,10.1,2015-2016,10.1,2015-09-15
15,Oct,avg,≥6 months,Alabama,27.0,2015-2016,27.0,2015-10-15
20,Nov,avg,≥6 months,Alabama,35.7,2015-2016,35.7,2015-11-15
25,Dec,avg,≥6 months,Alabama,38.3,2015-2016,38.3,2015-12-15
30,Jan,avg,≥6 months,Alabama,40.8,2015-2016,40.8,2016-01-15
35,Feb,avg,≥6 months,Alabama,42.7,2015-2016,42.7,2016-02-15
40,Mar,avg,≥6 months,Alabama,43.1,2015-2016,43.1,2016-03-15
45,Apr,avg,≥6 months,Alabama,43.6,2015-2016,43.6,2016-04-15
50,May,avg,≥6 months,Alabama,43.9,2015-2016,43.9,2016-05-15
995,Aug,avg,≥6 months,Alaska,3.2,2015-2016,3.2,2015-08-15
1000,Sep,avg,≥6 months,Alaska,10.0,2015-2016,10.0,2015-09-15
1005,Oct,avg,≥6 months,Alaska,25.3,2015-2016,25.3,2015-10-15
1010,Nov,avg,≥6 months,Alaska,31.7,2015-2016,31.7,2015-11-15
1015,Dec,avg,≥6 months,Alaska,33.8,2015-2016,33.8,2015-12-15
1020,Jan,avg,≥6 months,Alaska,35.6,2015-2016,35.6,2016-01-15
1025,Feb,avg,≥6 months,Alaska,36.6,2015-2016,36.6,2016-02-15
1030,Mar,avg,≥6 months,Alaska,37.6,2015-2016,37.6,2016-03-15
1035,Apr,avg,≥6 months,Alaska,37.9,2015-2016,37.9,2016-04-15
1040,May,avg,≥6 months,Alaska,37.9,2015-2016,37.9,2016-05-15
1980,Jul,avg,≥6 months,Arizona,0.7,2015-2016,0.7,2015-07-15
1985,Aug,avg,≥6 months,Arizona,2.4,2015-2016,2.4,2015-08-15
1990,Sep,avg,≥6 months,Arizona,9.2,2015-2016,9.2,2015-09-15
1995,Oct,avg,≥6 months,Arizona,24.8,2015-2016,24.8,2015-10-15
2000,Nov,avg,≥6 months,Arizona,33.0,2015-2016,33.0,2015-11-15
2005,Dec,avg,≥6 months,Arizona,36.0,2015-2016,36.0,2015-12-15
2010,Jan,avg,≥6 months,Arizona,38.2,2015-2016,38.2,2016-01-15
2015,Feb,avg,≥6 months,Arizona,39.9,2015-2016,39.9,2016-02-15
2020,Mar,avg,≥6 months,Arizona,40.7,2015-2016,40.7,2016-03-15
2025,Apr,avg,≥6 months,Arizona,41.2,2015-2016,41.2,2016-04-15
2030,May,avg,≥6 months,Arizona,41.5,2015-2016,41.5,2016-05-15
2970,Jul,avg,≥6 months,Arkansas,0.4,2015-2016,0.4,2015-07-15
2975,Aug,avg,≥6 months,Arkansas,1.7,2015-2016,1.7,2015-08-15
2980,Sep,avg,≥6 months,Arkansas,7.0,2015-2016,7.0,2015-09-15
2985,Oct,avg,≥6 months,Arkansas,27.9,2015-2016,27.9,2015-10-15
2990,Nov,avg,≥6 months,Arkansas,37.8,2015-2016,37.8,2015-11-15
2995,Dec,avg,≥6 months,Arkansas,40.0,2015-2016,40.0,2015-12-15
3000,Jan,avg,≥6 months,Arkansas,42.4,2015-2016,42.4,2016-01-15
3005,Feb,avg,≥6 months,Arkansas,44.0,2015-2016,44.0,2016-02-15
3010,Mar,avg,≥6 months,Arkansas,44.4,2015-2016,44.4,2016-03-15
3015,Apr,avg,≥6 months,Arkansas,44.9,2015-2016,44.9,2016-04-15
3020,May,avg,≥6 months,Arkansas,45.4,2015-2016,45.4,2016-05-15
3960,Jul,avg,≥6 months,California,0.8,2015-2016,0.8,2015-07-15
3965,Aug,avg,≥6 months,California,2.7,2015-2016,2.7,2015-08-15
3970,Sep,avg,≥6 months,California,8.7,2015-2016,8.7,2015-09-15
3975,Oct,avg,≥6 months,California,22.8,2015-2016,22.8,2015-10-15
3980,Nov,avg,≥6 months,California,32.3,2015-2016,32.3,2015-11-15
3985,Dec,avg,≥6 months,California,36.6,2015-2016,36.6,2015-12-15
3990,Jan,avg,≥6 months,California,39.4,2015-2016,39.4,2016-01-15
3995,Feb,avg,≥6 months,California,41.1,2015-2016,41.1,2016-02-15
4000,Mar,avg,≥6 months,California,42.2,2015-2016,42.2,2016-03-15
4005,Apr,avg,≥6 months,California,42.8,2015-2016,42.8,2016-04-15
4010,May,avg,≥6 months,California,43.7,2015-2016,43.7,2016-05-15
4950,Jul,avg,≥6 months,Colorado,0.5,2015-2016,0.5,2015-07-15
4955,Aug,avg,≥6 months,Colorado,2.3,2015-2016,2.3,2015-08-15
4960,Sep,avg,≥6 months,Colorado,9.0,2015-2016,9.0,2015-09-15
4965,Oct,avg,≥6 months,Colorado,30.4,2015-2016,30.4,2015-10-15
4970,Nov,avg,≥6 months,Colorado,39.9,2015-2016,39.9,2015-11-15
4975,Dec,avg,≥6 months,Colorado,42.8,2015-2016,42.8,2015-12-15
4980,Jan,avg,≥6 months,Colorado,45.1,2015-2016,45.1,2016-01-15
4985,Feb,avg,≥6 months,Colorado,47.0,2015-2016,47.0,2016-02-15
4990,Mar,avg,≥6 months,Colorado,47.8,2015-2016,47.8,2016-03-15
4995,Apr,avg,≥6 months,Colorado,48.8,2015-2016,48.8,2016-04-15
5000,May,avg,≥6 months,Colorado,49.1,2015-2016,49.1,2016-05-15
5940,Jul,avg,≥6 months,Connecticut,0.4,2015-2016,0.4,2015-07-15
5945,Aug,avg,≥6 months,Connecticut,1.8,2015-2016,1.8,2015-08-15
5950,Sep,avg,≥6 months,Connecticut,8.8,2015-2016,8.8,2015-09-15
5955,Oct,avg,≥6 months,Connecticut,30.7,2015-2016,30.7,2015-10-15
5960,Nov,avg,≥6 months,Connecticut,43.0,2015-2016,43.0,2015-11-15
5965,Dec,avg,≥6 months,Connecticut,47.7,2015-2016,47.7,2015-12-15
5970,Jan,avg,≥6 months,Connecticut,49.9,2015-2016,49.9,2016-01-15
5975,Feb,avg,≥6 months,Connecticut,51.3,2015-2016,51.3,2016-02-15
5980,Mar,avg,≥6 months,Connecticut,52.1,2015-2016,52.1,2016-03-15
5985,Apr,avg,≥6 months,Connecticut,52.2,2015-2016,52.2,2016-04-15
5990,May,avg,≥6 months,Connecticut,52.6,2015-2016,52.6,2016-05-15
6930,Jul,avg,≥6 months,Delaware,0.5,2015-2016,0.5,2015-07-15
6935,Aug,avg,≥6 months,Delaware,2.7,2015-2016,2.7,2015-08-15
6940,Sep,avg,≥6 months,Delaware,12.1,2015-2016,12.1,2015-09-15
6945,Oct,avg,≥6 months,Delaware,28.7,2015-2016,28.7,2015-10-15
6950,Nov,avg,≥6 months,Delaware,41.4,2015-2016,41.4,2015-11-15
6955,Dec,avg,≥6 months,Delaware,45.2,2015-2016,45.2,2015-12-15
6960,Jan,avg,≥6 months,Delaware,47.0,2015-2016,47.0,2016-01-15
6965,Feb,avg,≥6 months,Delaware,48.7,2015-2016,48.7,2016-02-15
6970,Mar,avg,≥6 months,Delaware,50.1,2015-2016,50.1,2016-03-15
6975,Apr,avg,≥6 months,Delaware,50.3,2015-2016,50.3,2016-04-15
6980,May,avg,≥6 months,Delaware,50.5,2015-2016,50.5,2016-05-15
8910,Jul,avg,≥6 months,Florida,0.7,2015-2016,0.7,2015-07-15
8915,Aug,avg,≥6 months,Florida,3.0,2015-2016,3.0,2015-08-15
8920,Sep,avg,≥6 months,Florida,9.0,2015-2016,9.0,2015-09-15
8925,Oct,avg,≥6 months,Florida,22.6,2015-2016,22.6,2015-10-15
8930,Nov,avg,≥6 months,Florida,29.6,2015-2016,29.6,2015-11-15
8935,Dec,avg,≥6 months,Florida,32.6,2015-2016,32.6,2015-12-15
8940,Jan,avg,≥6 months,Florida,36.1,2015-2016,36.1,2016-01-15
8945,Feb,avg,≥6 months,Florida,37.8,2015-2016,37.8,2016-02-15
8950,Mar,avg,≥6 months,Florida,38.6,2015-2016,38.6,2016-03-15
8955,Apr,avg,≥6 months,Florida,39.3,2015-2016,39.3,2016-04-15
8960,May,avg,≥6 months,Florida,39.5,2015-2016,39.5,2016-05-15
9900,Jul,avg,≥6 months,Georgia,0.8,2015-2016,0.8,2015-07-15
9905,Aug,avg,≥6 months,Georgia,3.3,2015-2016,3.3,2015-08-15
9910,Sep,avg,≥6 months,Georgia,10.1,2015-2016,10.1,2015-09-15
9915,Oct,avg,≥6 months,Georgia,25.1,2015-2016,25.1,2015-10-15
9920,Nov,avg,≥6 months,Georgia,32.6,2015-2016,32.6,2015-11-15
9925,Dec,avg,≥6 months,Georgia,36.0,2015-2016,36.0,2015-12-15
9930,Jan,avg,≥6 months,Georgia,38.2,2015-2016,38.2,2016-01-15
9935,Feb,avg,≥6 months,Georgia,39.4,2015-2016,39.4,2016-02-15
9940,Mar,avg,≥6 months,Georgia,40.3,2015-2016,40.3,2016-03-15
9945,Apr,avg,≥6 months,Georgia,40.3,2015-2016,40.3,2016-04-15
9950,May,avg,≥6 months,Georgia,41.2,2015-2016,41.2,2016-05-15
10895,Aug,avg,≥6 months,Hawaii,4.1,2015-2016,4.1,2015-08-15
10900,Sep,avg,≥6 months,Hawaii,13.7,2015-2016,13.7,2015-09-15
10905,Oct,avg,≥6 months,Hawaii,28.0,2015-2016,28.0,2015-10-15
10910,Nov,avg,≥6 months,Hawaii,37.1,2015-2016,37.1,2015-11-15
10915,Dec,avg,≥6 months,Hawaii,40.7,2015-2016,40.7,2015-12-15
10920,Jan,avg,≥6 months,Hawaii,44.1,2015-2016,44.1,2016-01-15
10925,Feb,avg,≥6 months,Hawaii,45.6,2015-2016,45.6,2016-02-15
10930,Mar,avg,≥6 months,Hawaii,46.4,2015-2016,46.4,2016-03-15
10935,Apr,avg,≥6 months,Hawaii,49.3,2015-2016,49.3,2016-04-15
10940,May,avg,≥6 months,Hawaii,50.2,2015-2016,50.2,2016-05-15
11885,Aug,avg,≥6 months,Idaho,1.4,2015-2016,1.4,2015-08-15
11890,Sep,avg,≥6 months,Idaho,6.9,2015-2016,6.9,2015-09-15
11895,Oct,avg,≥6 months,Idaho,23.7,2015-2016,23.7,2015-10-15
11900,Nov,avg,≥6 months,Idaho,32.0,2015-2016,32.0,2015-11-15
11905,Dec,avg,≥6 months,Idaho,34.6,2015-2016,34.6,2015-12-15
11910,Jan,avg,≥6 months,Idaho,37.1,2015-2016,37.1,2016-01-15
11915,Feb,avg,≥6 months,Idaho,38.4,2015-2016,38.4,2016-02-15
11920,Mar,avg,≥6 months,Idaho,38.9,2015-2016,38.9,2016-03-15
11925,Apr,avg,≥6 months,Idaho,39.2,2015-2016,39.2,2016-04-15
11930,May,avg,≥6 months,Idaho,39.2,2015-2016,39.2,2016-05-15
12870,Jul,avg,≥6 months,Illinois,0.4,2015-2016,0.4,2015-07-15
12875,Aug,avg,≥6 months,Illinois,2.6,2015-2016,2.6,2015-08-15
12880,Sep,avg,≥6 months,Illinois,9.2,2015-2016,9.2,2015-09-15
12885,Oct,avg,≥6 months,Illinois,24.9,2015-2016,24.9,2015-10-15
12890,Nov,avg,≥6 months,Illinois,34.4,2015-2016,34.4,2015-11-15
12895,Dec,avg,≥6 months,Illinois,37.8,2015-2016,37.8,2015-12-15
12900,Jan,avg,≥6 months,Illinois,39.9,2015-2016,39.9,2016-01-15
12905,Feb,avg,≥6 months,Illinois,41.3,2015-2016,41.3,2016-02-15
12910,Mar,avg,≥6 months,Illinois,42.2,2015-2016,42.2,2016-03-15
12915,Apr,avg,≥6 months,Illinois,42.7,2015-2016,42.7,2016-04-15
12920,May,avg,≥6 months,Illinois,42.9,2015-2016,42.9,2016-05-15
13860,Jul,avg,≥6 months,Indiana,0.4,2015-2016,0.4,2015-07-15
13865,Aug,avg,≥6 months,Indiana,1.9,2015-2016,1.9,2015-08-15
13870,Sep,avg,≥6 months,Indiana,7.5,2015-2016,7.5,2015-09-15
13875,Oct,avg,≥6 months,Indiana,24.7,2015-2016,24.7,2015-10-15
13880,Nov,avg,≥6 months,Indiana,35.4,2015-2016,35.4,2015-11-15
13885,Dec,avg,≥6 months,Indiana,38.7,2015-2016,38.7,2015-12-15
13890,Jan,avg,≥6 months,Indiana,40.6,2015-2016,40.6,2016-01-15
13895,Feb,avg,≥6 months,Indiana,42.0,2015-2016,42.0,2016-02-15
13900,Mar,avg,≥6 months,Indiana,42.6,2015-2016,42.6,2016-03-15
13905,Apr,avg,≥6 months,Indiana,43.0,2015-2016,43.0,2016-04-15
13910,May,avg,≥6 months,Indiana,43.2,2015-2016,43.2,2016-05-15
14850,Jul,avg,≥6 months,Iowa,0.2,2015-2016,0.2,2015-07-15
14855,Aug,avg,≥6 months,Iowa,1.7,2015-2016,1.7,2015-08-15
14860,Sep,avg,≥6 months,Iowa,8.6,2015-2016,8.6,2015-09-15
14865,Oct,avg,≥6 months,Iowa,33.0,2015-2016,33.0,2015-10-15
14870,Nov,avg,≥6 months,Iowa,44.4,2015-2016,44.4,2015-11-15
14875,Dec,avg,≥6 months,Iowa,47.9,2015-2016,47.9,2015-12-15
14880,Jan,avg,≥6 months,Iowa,49.9,2015-2016,49.9,2016-01-15
14885,Feb,avg,≥6 months,Iowa,50.8,2015-2016,50.8,2016-02-15
14890,Mar,avg,≥6 months,Iowa,51.5,2015-2016,51.5,2016-03-15
14895,Apr,avg,≥6 months,Iowa,51.7,2015-2016,51.7,2016-04-15
14900,May,avg,≥6 months,Iowa,51.8,2015-2016,51.8,2016-05-15
15840,Jul,avg,≥6 months,Kansas,0.5,2015-2016,0.5,2015-07-15
15845,Aug,avg,≥6 months,Kansas,2.0,2015-2016,2.0,2015-08-15
15850,Sep,avg,≥6 months,Kansas,8.3,2015-2016,8.3,2015-09-15
15855,Oct,avg,≥6 months,Kansas,28.3,2015-2016,28.3,2015-10-15
15860,Nov,avg,≥6 months,Kansas,38.3,2015-2016,38.3,2015-11-15
15865,Dec,avg,≥6 months,Kansas,40.7,2015-2016,40.7,2015-12-15
15870,Jan,avg,≥6 months,Kansas,42.4,2015-2016,42.4,2016-01-15
15875,Feb,avg,≥6 months,Kansas,43.3,2015-2016,43.3,2016-02-15
15880,Mar,avg,≥6 months,Kansas,43.8,2015-2016,43.8,2016-03-15
15885,Apr,avg,≥6 months,Kansas,44.1,2015-2016,44.1,2016-04-15
15890,May,avg,≥6 months,Kansas,44.4,2015-2016,44.4,2016-05-15
16830,Jul,avg,≥6 months,Kentucky,0.5,2015-2016,0.5,2015-07-15
16835,Aug,avg,≥6 months,Kentucky,2.0,2015-2016,2.0,2015-08-15
16840,Sep,avg,≥6 months,Kentucky,8.5,2015-2016,8.5,2015-09-15
16845,Oct,avg,≥6 months,Kentucky,27.5,2015-2016,27.5,2015-10-15
16850,Nov,avg,≥6 months,Kentucky,37.1,2015-2016,37.1,2015-11-15
16855,Dec,avg,≥6 months,Kentucky,39.8,2015-2016,39.8,2015-12-15
16860,Jan,avg,≥6 months,Kentucky,41.9,2015-2016,41.9,2016-01-15
16865,Feb,avg,≥6 months,Kentucky,43.0,2015-2016,43.0,2016-02-15
16870,Mar,avg,≥6 months,Kentucky,43.6,2015-2016,43.6,2016-03-15
16875,Apr,avg,≥6 months,Kentucky,44.2,2015-2016,44.2,2016-04-15
16880,May,avg,≥6 months,Kentucky,44.2,2015-2016,44.2,2016-05-15
17820,Jul,avg,≥6 months,Louisiana,0.6,2015-2016,0.6,2015-07-15
17825,Aug,avg,≥6 months,Louisiana,3.3,2015-2016,3.3,2015-08-15
17830,Sep,avg,≥6 months,Louisiana,9.1,2015-2016,9.1,2015-09-15
17835,Oct,avg,≥6 months,Louisiana,23.7,2015-2016,23.7,2015-10-15
17840,Nov,avg,≥6 months,Louisiana,31.2,2015-2016,31.2,2015-11-15
17845,Dec,avg,≥6 months,Louisiana,33.8,2015-2016,33.8,2015-12-15
17850,Jan,avg,≥6 months,Louisiana,37.8,2015-2016,37.8,2016-01-15
17855,Feb,avg,≥6 months,Louisiana,40.3,2015-2016,40.3,2016-02-15
17860,Mar,avg,≥6 months,Louisiana,41.8,2015-2016,41.8,2016-03-15
17865,Apr,avg,≥6 months,Louisiana,42.3,2015-2016,42.3,2016-04-15
17870,May,avg,≥6 months,Louisiana,44.0,2015-2016,44.0,2016-05-15
18815,Aug,avg,≥6 months,Maine,1.3,2015-2016,1.3,2015-08-15
18820,Sep,avg,≥6 months,Maine,7.6,2015-2016,7.6,2015-09-15
18825,Oct,avg,≥6 months,Maine,28.8,2015-2016,28.8,2015-10-15
18830,Nov,avg,≥6 months,Maine,40.2,2015-2016,40.2,2015-11-15
18835,Dec,avg,≥6 months,Maine,43.6,2015-2016,43.6,2015-12-15
18840,Jan,avg,≥6 months,Maine,46.0,2015-2016,46.0,2016-01-15
18845,Feb,avg,≥6 months,Maine,47.5,2015-2016,47.5,2016-02-15
18850,Mar,avg,≥6 months,Maine,48.0,2015-2016,48.0,2016-03-15
18855,Apr,avg,≥6 months,Maine,48.7,2015-2016,48.7,2016-04-15
18860,May,avg,≥6 months,Maine,49.0,2015-2016,49.0,2016-05-15
19800,Jul,avg,≥6 months,Maryland,0.7,2015-2016,0.7,2015-07-15
19805,Aug,avg,≥6 months,Maryland,2.3,2015-2016,2.3,2015-08-15
19810,Sep,avg,≥6 months,Maryland,9.7,2015-2016,9.7,2015-09-15
19815,Oct,avg,≥6 months,Maryland,30.4,2015-2016,30.4,2015-10-15
19820,Nov,avg,≥6 months,Maryland,41.4,2015-2016,41.4,2015-11-15
19825,Dec,avg,≥6 months,Maryland,45.2,2015-2016,45.2,2015-12-15
19830,Jan,avg,≥6 months,Maryland,48.4,2015-2016,48.4,2016-01-15
19835,Feb,avg,≥6 months,Maryland,50.3,2015-2016,50.3,2016-02-15
19840,Mar,avg,≥6 months,Maryland,51.0,2015-2016,51.0,2016-03-15
19845,Apr,avg,≥6 months,Maryland,51.3,2015-2016,51.3,2016-04-15
19850,May,avg,≥6 months,Maryland,51.7,2015-2016,51.7,2016-05-15
20790,Jul,avg,≥6 months,Massachusetts,0.5,2015-2016,0.5,2015-07-15
20795,Aug,avg,≥6 months,Massachusetts,2.3,2015-2016,2.3,2015-08-15
20800,Sep,avg,≥6 months,Massachusetts,9.7,2015-2016,9.7,2015-09-15
20805,Oct,avg,≥6 months,Massachusetts,28.5,2015-2016,28.5,2015-10-15
20810,Nov,avg,≥6 months,Massachusetts,39.8,2015-2016,39.8,2015-11-15
20815,Dec,avg,≥6 months,Massachusetts,43.8,2015-2016,43.8,2015-12-15
20820,Jan,avg,≥6 months,Massachusetts,46.8,2015-2016,46.8,2016-01-15
20825,Feb,avg,≥6 months,Massachusetts,48.5,2015-2016,48.5,2016-02-15
20830,Mar,avg,≥6 months,Massachusetts,49.3,2015-2016,49.3,2016-03-15
20835,Apr,avg,≥6 months,Massachusetts,50.0,2015-2016,50.0,2016-04-15
20840,May,avg,≥6 months,Massachusetts,50.4,2015-2016,50.4,2016-05-15
21780,Jul,avg,≥6 months,Michigan,0.3,2015-2016,0.3,2015-07-15
21785,Aug,avg,≥6 months,Michigan,1.7,2015-2016,1.7,2015-08-15
21790,Sep,avg,≥6 months,Michigan,8.2,2015-2016,8.2,2015-09-15
21795,Oct,avg,≥6 months,Michigan,24.8,2015-2016,24.8,2015-10-15
21800,Nov,avg,≥6 months,Michigan,33.6,2015-2016,33.6,2015-11-15
21805,Dec,avg,≥6 months,Michigan,36.7,2015-2016,36.7,2015-12-15
21810,Jan,avg,≥6 months,Michigan,39.1,2015-2016,39.1,2016-01-15
21815,Feb,avg,≥6 months,Michigan,40.8,2015-2016,40.8,2016-02-15
21820,Mar,avg,≥6 months,Michigan,41.5,2015-2016,41.5,2016-03-15
21825,Apr,avg,≥6 months,Michigan,42.1,2015-2016,42.1,2016-04-15
21830,May,avg,≥6 months,Michigan,42.2,2015-2016,42.2,2016-05-15
22775,Aug,avg,≥6 months,Minnesota,2.0,2015-2016,2.0,2015-08-15
22780,Sep,avg,≥6 months,Minnesota,9.5,2015-2016,9.5,2015-09-15
22785,Oct,avg,≥6 months,Minnesota,31.7,2015-2016,31.7,2015-10-15
22790,Nov,avg,≥6 months,Minnesota,42.5,2015-2016,42.5,2015-11-15
22795,Dec,avg,≥6 months,Minnesota,45.6,2015-2016,45.6,2015-12-15
22800,Jan,avg,≥6 months,Minnesota,47.5,2015-2016,47.5,2016-01-15
22805,Feb,avg,≥6 months,Minnesota,48.6,2015-2016,48.6,2016-02-15
22810,Mar,avg,≥6 months,Minnesota,49.3,2015-2016,49.3,2016-03-15
22815,Apr,avg,≥6 months,Minnesota,49.6,2015-2016,49.6,2016-04-15
22820,May,avg,≥6 months,Minnesota,49.7,2015-2016,49.7,2016-05-15
23765,Aug,avg,≥6 months,Mississippi,2.7,2015-2016,2.7,2015-08-15
23770,Sep,avg,≥6 months,Mississippi,7.3,2015-2016,7.3,2015-09-15
23775,Oct,avg,≥6 months,Mississippi,23.2,2015-2016,23.2,2015-10-15
23780,Nov,avg,≥6 months,Mississippi,31.9,2015-2016,31.9,2015-11-15
23785,Dec,avg,≥6 months,Mississippi,35.6,2015-2016,35.6,2015-12-15
23790,Jan,avg,≥6 months,Mississippi,38.2,2015-2016,38.2,2016-01-15
23795,Feb,avg,≥6 months,Mississippi,39.9,2015-2016,39.9,2016-02-15
23800,Mar,avg,≥6 months,Mississippi,41.2,2015-2016,41.2,2016-03-15
23805,Apr,avg,≥6 months,Mississippi,41.8,2015-2016,41.8,2016-04-15
23810,May,avg,≥6 months,Mississippi,42.1,2015-2016,42.1,2016-05-15
24750,Jul,avg,≥6 months,Missouri,0.3,2015-2016,0.3,2015-07-15
24755,Aug,avg,≥6 months,Missouri,1.9,2015-2016,1.9,2015-08-15
24760,Sep,avg,≥6 months,Missouri,9.0,2015-2016,9.0,2015-09-15
24765,Oct,avg,≥6 months,Missouri,29.2,2015-2016,29.2,2015-10-15
24770,Nov,avg,≥6 months,Missouri,39.6,2015-2016,39.6,2015-11-15
24775,Dec,avg,≥6 months,Missouri,42.9,2015-2016,42.9,2015-12-15
24780,Jan,avg,≥6 months,Missouri,44.8,2015-2016,44.8,2016-01-15
24785,Feb,avg,≥6 months,Missouri,45.9,2015-2016,45.9,2016-02-15
24790,Mar,avg,≥6 months,Missouri,46.6,2015-2016,46.6,2016-03-15
24795,Apr,avg,≥6 months,Missouri,47.4,2015-2016,47.4,2016-04-15
24800,May,avg,≥6 months,Missouri,47.4,2015-2016,47.4,2016-05-15
25740,Jul,avg,≥6 months,Montana,0.2,2015-2016,0.2,2015-07-15
25745,Aug,avg,≥6 months,Montana,1.1,2015-2016,1.1,2015-08-15
25750,Sep,avg,≥6 months,Montana,7.7,2015-2016,7.7,2015-09-15
25755,Oct,avg,≥6 months,Montana,26.8,2015-2016,26.8,2015-10-15
25760,Nov,avg,≥6 months,Montana,35.5,2015-2016,35.5,2015-11-15
25765,Dec,avg,≥6 months,Montana,38.6,2015-2016,38.6,2015-12-15
25770,Jan,avg,≥6 months,Montana,41.3,2015-2016,41.3,2016-01-15
25775,Feb,avg,≥6 months,Montana,42.4,2015-2016,42.4,2016-02-15
25780,Mar,avg,≥6 months,Montana,43.1,2015-2016,43.1,2016-03-15
25785,Apr,avg,≥6 months,Montana,43.5,2015-2016,43.5,2016-04-15
25790,May,avg,≥6 months,Montana,43.8,2015-2016,43.8,2016-05-15
26735,Aug,avg,≥6 months,Nebraska,1.7,2015-2016,1.7,2015-08-15
26740,Sep,avg,≥6 months,Nebraska,6.9,2015-2016,6.9,2015-09-15
26745,Oct,avg,≥6 months,Nebraska,30.0,2015-2016,30.0,2015-10-15
26750,Nov,avg,≥6 months,Nebraska,41.0,2015-2016,41.0,2015-11-15
26755,Dec,avg,≥6 months,Nebraska,44.5,2015-2016,44.5,2015-12-15
26760,Jan,avg,≥6 months,Nebraska,46.5,2015-2016,46.5,2016-01-15
26765,Feb,avg,≥6 months,Nebraska,48.0,2015-2016,48.0,2016-02-15
26770,Mar,avg,≥6 months,Nebraska,48.7,2015-2016,48.7,2016-03-15
26775,Apr,avg,≥6 months,Nebraska,49.1,2015-2016,49.1,2016-04-15
26780,May,avg,≥6 months,Nebraska,49.1,2015-2016,49.1,2016-05-15
27720,Jul,avg,≥6 months,Nevada,0.6,2015-2016,0.6,2015-07-15
27725,Aug,avg,≥6 months,Nevada,2.8,2015-2016,2.8,2015-08-15
27730,Sep,avg,≥6 months,Nevada,9.5,2015-2016,9.5,2015-09-15
27735,Oct,avg,≥6 months,Nevada,21.0,2015-2016,21.0,2015-10-15
27740,Nov,avg,≥6 months,Nevada,27.8,2015-2016,27.8,2015-11-15
27745,Dec,avg,≥6 months,Nevada,32.2,2015-2016,32.2,2015-12-15
27750,Jan,avg,≥6 months,Nevada,34.5,2015-2016,34.5,2016-01-15
27755,Feb,avg,≥6 months,Nevada,35.6,2015-2016,35.6,2016-02-15
27760,Mar,avg,≥6 months,Nevada,36.5,2015-2016,36.5,2016-03-15
27765,Apr,avg,≥6 months,Nevada,36.7,2015-2016,36.7,2016-04-15
27770,May,avg,≥6 months,Nevada,36.8,2015-2016,36.8,2016-05-15
28715,Aug,avg,≥6 months,New Hampshire,1.3,2015-2016,1.3,2015-08-15
28720,Sep,avg,≥6 months,New Hampshire,8.8,2015-2016,8.8,2015-09-15
28725,Oct,avg,≥6 months,New Hampshire,31.3,2015-2016,31.3,2015-10-15
28730,Nov,avg,≥6 months,New Hampshire,41.9,2015-2016,41.9,2015-11-15
28735,Dec,avg,≥6 months,New Hampshire,44.9,2015-2016,44.9,2015-12-15
28740,Jan,avg,≥6 months,New Hampshire,46.7,2015-2016,46.7,2016-01-15
28745,Feb,avg,≥6 months,New Hampshire,48.0,2015-2016,48.0,2016-02-15
28750,Mar,avg,≥6 months,New Hampshire,49.6,2015-2016,49.6,2016-03-15
28755,Apr,avg,≥6 months,New Hampshire,50.8,2015-2016,50.8,2016-04-15
28760,May,avg,≥6 months,New Hampshire,50.9,2015-2016,50.9,2016-05-15
29700,Jul,avg,≥6 months,New Jersey,0.4,2015-2016,0.4,2015-07-15
29705,Aug,avg,≥6 months,New Jersey,1.9,2015-2016,1.9,2015-08-15
29710,Sep,avg,≥6 months,New Jersey,9.4,2015-2016,9.4,2015-09-15
29715,Oct,avg,≥6 months,New Jersey,26.8,2015-2016,26.8,2015-10-15
29720,Nov,avg,≥6 months,New Jersey,35.5,2015-2016,35.5,2015-11-15
29725,Dec,avg,≥6 months,New Jersey,39.7,2015-2016,39.7,2015-12-15
29730,Jan,avg,≥6 months,New Jersey,42.5,2015-2016,42.5,2016-01-15
29735,Feb,avg,≥6 months,New Jersey,44.0,2015-2016,44.0,2016-02-15
29740,Mar,avg,≥6 months,New Jersey,44.3,2015-2016,44.3,2016-03-15
29745,Apr,avg,≥6 months,New Jersey,45.2,2015-2016,45.2,2016-04-15
29750,May,avg,≥6 months,New Jersey,45.4,2015-2016,45.4,2016-05-15
30690,Jul,avg,≥6 months,New Mexico,0.4,2015-2016,0.4,2015-07-15
30695,Aug,avg,≥6 months,New Mexico,2.0,2015-2016,2.0,2015-08-15
30700,Sep,avg,≥6 months,New Mexico,9.2,2015-2016,9.2,2015-09-15
30705,Oct,avg,≥6 months,New Mexico,26.5,2015-2016,26.5,2015-10-15
30710,Nov,avg,≥6 months,New Mexico,38.0,2015-2016,38.0,2015-11-15
30715,Dec,avg,≥6 months,New Mexico,41.6,2015-2016,41.6,2015-12-15
30720,Jan,avg,≥6 months,New Mexico,43.9,2015-2016,43.9,2016-01-15
30725,Feb,avg,≥6 months,New Mexico,45.4,2015-2016,45.4,2016-02-15
30730,Mar,avg,≥6 months,New Mexico,46.2,2015-2016,46.2,2016-03-15
30735,Apr,avg,≥6 months,New Mexico,47.0,2015-2016,47.0,2016-04-15
